,金刚石负荷功率,玄武岩负荷功率,单位
3579,336.96,213,kW
3580,335.05,213,kW
3581,333.48,213,kW
3582,331.9,213,kW
3583,330.33,213,kW
3584,334.32,213,kW
3585,332.75,213,kW
3586,331.17,213,kW
3587,329.6,213,kW
3588,328.03,213,kW
3589,326.45,213,kW
3590,324.88,213,kW
3591,323.31,213,kW
3592,321.73,213,kW
3593,320.16,213,kW
3594,313.03,213,kW
3595,311.45,215,kW
3596,309.88,215,kW
3597,308.31,215,kW
3598,306.73,215,kW
3599,305.16,215,kW
3600,303.59,215,kW
3601,302.01,215,kW
3602,300.44,215,kW
3603,298.87,215,kW
3604,297.29,215,kW
3605,295.72,215,kW
3606,294.48,215,kW
3607,292.57,215,kW
3608,296.56,215,kW
3609,294.99,215,kW
3610,293.42,215,kW
3611,291.84,215,kW
3612,290.27,215,kW
3613,288.7,215,kW
3614,287.12,215,kW
3615,285.55,215,kW
3616,298.53,215,kW
3617,326.06,215,kW
3618,348.03,215,kW
3619,375.56,215,kW
3620,373.38,215,kW
3621,341.49,215,kW
3622,309.61,215,kW
3623,277.72,215,kW
3624,245.83,215,kW
3625,213.94,215,kW
3626,88.99,215,kW
3627,88.99,215,kW
3628,88.99,215,kW
3629,88.99,215,kW
3630,88.99,215,kW
3631,88.99,215,kW
3632,94.55,215,kW
3633,94.55,215,kW
3634,94.55,215,kW
3635,94.55,215,kW
3636,94.55,215,kW
3637,94.55,215,kW
3638,94.55,215,kW
3639,94.55,215,kW
3640,94.55,215,kW
3641,94.55,215,kW
3642,88.99,215,kW
3643,88.99,215,kW
3644,88.99,215,kW
3645,88.99,215,kW
3646,88.99,215,kW
3647,88.99,215,kW
3648,88.99,215,kW
3649,88.99,215,kW
3650,88.99,215,kW
3651,88.99,215,kW
3652,88.99,215,kW
3653,88.99,215,kW
3654,88.99,215,kW
3655,88.99,215,kW
3656,94.55,215,kW
3657,94.55,215,kW
3658,94.55,215,kW
3659,94.55,215,kW
3660,94.55,215,kW
3661,94.55,215,kW
3662,94.55,215,kW
3663,94.55,215,kW
3664,94.55,215,kW
3665,94.55,215,kW
3666,88.99,215,kW
3667,88.99,215,kW
3668,88.99,215,kW
3669,88.99,215,kW
3670,88.99,215,kW
3671,88.99,215,kW
3672,88.99,215,kW
3673,88.99,215,kW
3674,88.99,215,kW
3675,88.99,215,kW
3676,88.99,215,kW
3677,88.99,215,kW
3678,88.99,215,kW
3679,88.99,215,kW
3680,94.55,215,kW
3681,94.55,215,kW
3682,94.55,215,kW
3683,94.55,215,kW
3684,94.55,215,kW
3685,94.55,215,kW
3686,94.55,215,kW
3687,94.55,215,kW
3688,94.55,215,kW
3689,94.55,215,kW
3690,88.99,215,kW
3691,88.99,215,kW
3692,88.99,215,kW
3693,88.99,215,kW
3694,88.99,215,kW
3695,88.99,215,kW
3696,88.99,215,kW
3697,88.99,215,kW
3698,88.99,215,kW
3699,88.99,215,kW
3700,88.99,215,kW
3701,88.99,215,kW
3702,88.99,215,kW
3703,88.99,215,kW
3704,94.55,215,kW
3705,94.55,215,kW
3706,94.55,215,kW
3707,94.55,215,kW
3708,94.55,215,kW
3709,94.55,215,kW
3710,94.55,215,kW
3711,94.55,215,kW
3712,94.55,215,kW
3713,94.55,215,kW
3714,88.99,215,kW
3715,88.99,215,kW
3716,88.99,215,kW
3717,88.99,215,kW
3718,88.99,215,kW
3719,88.99,215,kW
3720,88.99,215,kW
3721,88.99,215,kW
3722,88.99,215,kW
3723,88.99,215,kW
3724,88.99,215,kW
3725,88.99,215,kW
3726,88.99,215,kW
3727,88.99,215,kW
3728,94.55,215,kW
3729,94.55,215,kW
3730,94.55,215,kW
3731,94.55,215,kW
3732,94.55,215,kW
3733,94.55,215,kW
3734,94.55,215,kW
3735,94.55,215,kW
3736,94.55,215,kW
3737,94.55,215,kW
3738,88.99,215,kW
3739,88.99,215,kW
3740,88.99,215,kW
3741,88.99,215,kW
3742,88.99,215,kW
3743,88.99,215,kW
3744,88.99,215,kW
3745,88.99,215,kW
3746,88.99,215,kW
3747,88.99,215,kW
3748,88.99,215,kW
3749,88.99,215,kW
3750,88.99,215,kW
3751,88.99,215,kW
3752,94.55,215,kW
3753,94.55,215,kW
3754,94.55,215,kW
3755,94.55,215,kW
3756,94.55,215,kW
3757,94.55,215,kW
3758,94.55,215,kW
3759,94.55,215,kW
3760,94.55,215,kW
3761,94.55,215,kW
3762,88.99,215,kW
3763,88.99,215,kW
3764,88.99,215,kW
3765,88.99,215,kW
3766,88.99,215,kW
3767,88.99,215,kW
3768,88.99,215,kW
3769,88.99,215,kW
3770,88.99,215,kW
3771,88.99,215,kW
3772,88.99,215,kW
3773,88.99,215,kW
3774,88.99,215,kW
3775,88.99,215,kW
3776,94.55,215,kW
3777,94.55,215,kW
3778,94.55,215,kW
3779,94.55,215,kW
3780,94.55,215,kW
3781,94.55,215,kW
3782,94.55,215,kW
3783,94.55,215,kW
3784,94.55,215,kW
3785,94.55,215,kW
3786,88.99,215,kW
3787,88.99,215,kW
3788,88.99,215,kW
3789,88.99,215,kW
3790,88.99,215,kW
3791,88.99,215,kW
3792,88.99,215,kW
3793,88.99,215,kW
3794,88.99,215,kW
3795,88.99,215,kW
3796,88.99,215,kW
3797,88.99,215,kW
3798,88.99,215,kW
3799,88.99,215,kW
3800,94.55,215,kW
3801,94.55,215,kW
3802,94.55,215,kW
3803,94.55,215,kW
3804,94.55,215,kW
3805,94.55,215,kW
3806,94.55,215,kW
3807,94.55,215,kW
3808,94.55,215,kW
3809,94.55,215,kW
3810,88.99,215,kW
3811,88.99,215,kW
3812,88.99,215,kW
3813,88.99,215,kW
3814,88.99,215,kW
3815,88.99,215,kW
3816,88.99,215,kW
3817,88.99,215,kW
3818,88.99,215,kW
3819,88.99,215,kW
3820,88.99,215,kW
3821,88.99,215,kW
3822,88.99,215,kW
3823,88.99,215,kW
3824,88.99,215,kW
3825,88.99,215,kW
3826,88.99,215,kW
3827,88.99,215,kW
3828,88.99,215,kW
3829,88.99,215,kW
3830,88.99,215,kW
3831,88.99,215,kW
3832,88.99,215,kW
3833,88.99,215,kW
3834,88.99,215,kW
3835,88.99,215,kW
3836,88.99,215,kW
3837,88.99,215,kW
3838,88.99,215,kW
3839,88.99,215,kW
3840,88.99,215,kW
3841,88.99,215,kW
3842,88.99,215,kW
3843,88.99,215,kW
3844,88.99,215,kW
3845,88.99,215,kW
3846,88.99,215,kW
3847,88.99,215,kW
3848,88.99,215,kW
3849,88.99,215,kW
3850,88.99,215,kW
3851,88.99,215,kW
3852,88.99,215,kW
3853,88.99,215,kW
3854,88.99,215,kW
3855,88.99,215,kW
3856,88.99,215,kW
3857,88.99,215,kW
3858,88.99,215,kW
3859,88.99,215,kW
3860,88.99,215,kW
3861,88.99,215,kW
3862,88.99,215,kW
3863,88.99,215,kW
3864,88.99,215,kW
3865,88.99,215,kW
3866,88.99,215,kW
3867,88.99,215,kW
3868,88.99,215,kW
3869,88.99,215,kW
3870,88.99,215,kW
3871,88.99,215,kW
3872,88.99,215,kW
3873,88.99,215,kW
3874,88.99,215,kW
3875,88.99,215,kW
3876,88.99,215,kW
3877,88.99,215,kW
3878,88.99,215,kW
3879,88.99,215,kW
3880,88.99,215,kW
3881,88.99,215,kW
3882,88.99,215,kW
3883,88.99,215,kW
3884,88.99,215,kW
3885,88.99,215,kW
3886,88.99,215,kW
3887,88.99,215,kW
3888,198,215,kW
3889,221.08,215,kW
3890,267.24,215,kW
3891,290.33,215,kW
3892,290.33,215,kW
3893,290.33,215,kW
3894,290.33,215,kW
3895,339.83,215,kW
3896,394.89,215,kW
3897,394.89,215,kW
3898,394.89,215,kW
3899,394.89,215,kW
3900,394.89,215,kW
3901,394.89,215,kW
3902,394.89,215,kW
3903,394.89,215,kW
3904,394.89,215,kW
3905,394.89,215,kW
3906,389.33,215,kW
3907,389.33,215,kW
3908,389.66,215,kW
3909,389.33,215,kW
3910,389.33,215,kW
3911,389.33,215,kW
3912,389.33,215,kW
3913,389.33,215,kW
3914,389.33,215,kW
3915,389.33,215,kW
3916,389.33,215,kW
3917,389.33,215,kW
3918,389.33,215,kW
3919,389.33,215,kW
3920,394.89,215,kW
3921,394.89,215,kW
3922,394.89,215,kW
3923,394.89,215,kW
3924,394.89,215,kW
3925,394.89,215,kW
3926,394.89,215,kW
3927,394.89,215,kW
3928,394.89,215,kW
3929,394.89,215,kW
3930,389.33,215,kW
3931,389.33,215,kW
3932,389.33,215,kW
3933,389.33,215,kW
3934,389.66,215,kW
3935,389.33,215,kW
3936,389.33,215,kW
3937,389.33,215,kW
3938,389.33,215,kW
3939,389.33,215,kW
3940,389.33,215,kW
3941,389.33,215,kW
3942,389.33,215,kW
3943,389.33,215,kW
3944,394.89,215,kW
3945,394.89,215,kW
3946,394.89,215,kW
3947,394.89,215,kW
3948,394.89,215,kW
3949,394.89,215,kW
3950,394.89,215,kW
3951,394.89,215,kW
3952,394.89,215,kW
3953,394.89,215,kW
3954,389.33,215,kW
3955,389.33,215,kW
3956,389.33,215,kW
3957,389.33,215,kW
3958,389.33,215,kW
3959,389.33,215,kW
3960,389.33,215,kW
3961,389.66,215,kW
3962,389.33,215,kW
3963,389.33,215,kW
3964,389.33,215,kW
3965,389.33,215,kW
3966,389.33,215,kW
3967,389.33,215,kW
3968,394.89,215,kW
3969,394.89,215,kW
3970,394.89,215,kW
3971,394.89,215,kW
3972,394.89,215,kW
3973,394.89,215,kW
3974,394.89,215,kW
3975,394.89,215,kW
3976,394.89,215,kW
3977,394.89,215,kW
3978,389.33,215,kW
3979,389.33,215,kW
3980,389.33,215,kW
3981,389.33,215,kW
3982,389.33,215,kW
3983,389.33,215,kW
3984,389.33,215,kW
3985,389.33,215,kW
3986,389.33,215,kW
3987,389.33,215,kW
3988,389.66,215,kW
3989,389.33,215,kW
3990,389.33,215,kW
3991,389.33,215,kW
3992,394.89,215,kW
3993,394.89,215,kW
3994,394.89,215,kW
3995,394.89,215,kW
3996,394.89,215,kW
3997,394.89,215,kW
3998,394.89,215,kW
3999,394.89,215,kW
4000,394.89,215,kW
4001,394.89,215,kW
4002,389.33,215,kW
4003,389.33,215,kW
4004,389.33,215,kW
4005,389.33,215,kW
4006,389.33,215,kW
4007,389.33,215,kW
4008,388.54,215,kW
4009,386.97,215,kW
4010,385.39,215,kW
4011,383.82,215,kW
4012,382.25,215,kW
4013,380.67,215,kW
4014,379.43,215,kW
4015,377.53,215,kW
4016,381.52,215,kW
4017,379.94,215,kW
4018,378.37,215,kW
4019,376.8,215,kW
4020,375.22,215,kW
4021,373.65,215,kW
4022,372.08,215,kW
4023,370.5,215,kW
4024,368.93,215,kW
4025,367.36,215,kW
4026,360.22,215,kW
4027,358.65,215,kW
4028,357.08,215,kW
4029,355.5,215,kW
4030,353.93,215,kW
4031,352.36,215,kW
4032,350.78,215,kW
4033,349.21,215,kW
4034,347.64,215,kW
4035,346.06,215,kW
4036,344.49,215,kW
4037,342.92,215,kW
4038,341.34,215,kW
4039,339.77,215,kW
4040,343.76,215,kW
4041,342.52,215,kW
4042,340.61,215,kW
4043,339.04,215,kW
4044,337.47,215,kW
4045,335.89,215,kW
4046,334.32,215,kW
4047,332.75,215,kW
4048,331.17,215,kW
4049,329.6,215,kW
4050,322.46,215,kW
4051,320.89,215,kW
4052,319.32,215,kW
4053,317.75,215,kW
4054,316.17,215,kW
4055,314.6,215,kW
4056,313.03,215,kW
4057,311.45,215,kW
4058,309.88,215,kW
4059,308.31,215,kW
4060,306.73,215,kW
4061,305.16,215,kW
4062,303.59,215,kW
4063,302.01,215,kW
4064,306,215,kW
4065,304.43,215,kW
4066,302.86,215,kW
4067,301.28,215,kW
4068,300.04,215,kW
4069,298.14,215,kW
4070,296.56,215,kW
4071,294.99,215,kW
4072,293.42,215,kW
4073,291.84,215,kW
4074,284.71,215,kW
4075,283.13,218,kW
4076,281.56,218,kW
4077,279.99,218,kW
4078,292.97,218,kW
4079,320.5,218,kW
4080,348.03,218,kW
4081,375.56,218,kW
4082,373.38,218,kW
4083,341.49,218,kW
4084,309.61,218,kW
4085,277.72,218,kW
4086,245.83,218,kW
4087,213.94,218,kW
4088,94.55,218,kW
4089,203.56,218,kW
4090,226.64,218,kW
4091,272.81,218,kW
4092,295.89,218,kW
4093,295.89,218,kW
4094,295.89,218,kW
4095,295.89,218,kW
4096,345.39,218,kW
4097,394.89,218,kW
4098,389.33,218,kW
4099,389.33,218,kW
4100,389.33,218,kW
4101,389.33,218,kW
4102,389.33,218,kW
4103,389.33,218,kW
4104,389.33,218,kW
4105,389.33,218,kW
4106,389.33,218,kW
4107,389.33,218,kW
4108,389.33,218,kW
4109,389.66,218,kW
4110,389.33,218,kW
4111,389.33,218,kW
4112,394.89,218,kW
4113,394.89,218,kW
4114,394.89,218,kW
4115,394.89,218,kW
4116,394.89,218,kW
4117,394.89,218,kW
4118,394.89,218,kW
4119,394.89,218,kW
4120,394.89,218,kW
4121,394.89,218,kW
4122,389.33,218,kW
4123,389.33,218,kW
4124,389.33,218,kW
4125,389.33,218,kW
4126,389.33,218,kW
4127,389.33,218,kW
4128,389.33,218,kW
4129,389.33,218,kW
4130,389.33,218,kW
4131,389.33,218,kW
4132,389.33,218,kW
4133,389.33,218,kW
4134,389.33,218,kW
4135,389.66,218,kW
4136,394.89,218,kW
4137,394.89,218,kW
4138,394.89,218,kW
4139,394.89,218,kW
4140,394.89,218,kW
4141,394.89,218,kW
4142,394.89,218,kW
4143,394.89,218,kW
4144,394.89,218,kW
4145,394.89,218,kW
4146,389.33,218,kW
4147,389.33,218,kW
4148,389.33,218,kW
4149,389.33,218,kW
4150,389.33,218,kW
4151,389.33,218,kW
4152,389.33,218,kW
4153,389.33,218,kW
4154,389.33,218,kW
4155,389.33,218,kW
4156,389.33,218,kW
4157,389.33,218,kW
4158,389.33,218,kW
4159,389.33,218,kW
4160,394.89,218,kW
4161,394.89,218,kW
4162,395.22,218,kW
4163,394.89,218,kW
4164,394.89,218,kW
4165,394.89,218,kW
4166,394.89,218,kW
4167,394.89,218,kW
4168,394.89,218,kW
4169,394.89,218,kW
4170,389.33,218,kW
4171,389.33,218,kW
4172,389.33,218,kW
4173,389.33,218,kW
4174,389.33,218,kW
4175,389.33,218,kW
4176,389.33,218,kW
4177,389.33,218,kW
4178,389.33,218,kW
4179,389.33,218,kW
4180,389.33,218,kW
4181,389.33,218,kW
4182,389.33,218,kW
4183,389.33,218,kW
4184,394.89,218,kW
4185,394.89,218,kW
4186,394.89,218,kW
4187,394.89,218,kW
4188,394.89,218,kW
4189,395.22,218,kW
4190,394.89,218,kW
4191,394.89,218,kW
4192,394.89,218,kW
4193,394.89,218,kW
4194,389.33,218,kW
4195,389.33,218,kW
4196,389.33,218,kW
4197,389.33,218,kW
4198,389.33,218,kW
4199,389.33,218,kW
4200,389.33,218,kW
4201,389.33,218,kW
4202,389.33,218,kW
4203,389.33,218,kW
4204,389.33,218,kW
4205,389.33,218,kW
4206,389.33,218,kW
4207,389.33,218,kW
4208,394.89,218,kW
4209,394.1,218,kW
4210,392.53,218,kW
4211,390.96,218,kW
4212,389.38,218,kW
4213,387.81,218,kW
4214,386.24,218,kW
4215,385,218,kW
4216,383.09,218,kW
4217,381.52,218,kW
4218,374.38,218,kW
4219,372.81,218,kW
4220,371.23,218,kW
4221,369.66,218,kW
4222,368.09,218,kW
4223,366.51,218,kW
4224,364.94,218,kW
4225,363.37,218,kW
4226,361.8,218,kW
4227,360.22,218,kW
4228,358.65,218,kW
4229,357.08,218,kW
4230,355.5,218,kW
4231,353.93,218,kW
4232,357.92,218,kW
4233,356.34,218,kW
4234,354.77,218,kW
4235,353.2,218,kW
4236,351.62,218,kW
4237,350.05,218,kW
4238,348.48,218,kW
4239,346.91,218,kW
4240,345.33,218,kW
4241,343.76,218,kW
4242,336.96,218,kW
4243,335.05,218,kW
4244,333.48,218,kW
4245,331.9,218,kW
4246,330.33,218,kW
4247,328.76,218,kW
4248,327.18,218,kW
4249,325.61,218,kW
4250,324.04,218,kW
4251,322.46,218,kW
4252,320.89,218,kW
4253,319.32,218,kW
4254,317.75,218,kW
4255,316.17,218,kW
4256,320.16,218,kW
4257,318.59,218,kW
4258,317.01,218,kW
4259,315.44,218,kW
4260,313.87,218,kW
4261,312.29,218,kW
4262,310.72,218,kW
4263,309.15,218,kW
4264,307.57,218,kW
4265,306,218,kW
4266,298.87,218,kW
4267,297.29,218,kW
4268,295.72,218,kW
4269,294.48,218,kW
4270,292.57,218,kW
4271,291,218,kW
4272,289.43,218,kW
4273,287.85,218,kW
4274,286.28,218,kW
4275,284.71,218,kW
4276,283.13,218,kW
4277,281.56,218,kW
4278,279.99,218,kW
4279,292.97,218,kW
4280,326.06,218,kW
4281,353.59,218,kW
4282,381.12,218,kW
4283,378.94,218,kW
4284,347.06,218,kW
4285,315.17,218,kW
4286,283.28,218,kW
4287,251.39,218,kW
4288,219.5,218,kW
4289,94.55,218,kW
4290,198,218,kW
4291,221.08,218,kW
4292,267.24,218,kW
4293,290.33,218,kW
4294,290.33,218,kW
4295,290.33,218,kW
4296,290.33,218,kW
4297,339.83,218,kW
4298,389.33,218,kW
4299,389.33,218,kW
4300,389.33,218,kW
4301,389.33,218,kW
4302,389.33,218,kW
4303,389.33,218,kW
4304,394.89,218,kW
4305,394.89,218,kW
4306,394.89,218,kW
4307,394.89,218,kW
4308,394.89,218,kW
4309,394.89,218,kW
4310,395.22,218,kW
4311,394.89,218,kW
4312,394.89,218,kW
4313,394.89,218,kW
4314,389.33,218,kW
4315,389.33,218,kW
4316,389.33,218,kW
4317,389.33,218,kW
4318,389.33,218,kW
4319,389.33,218,kW
4320,389.33,218,kW
4321,389.33,218,kW
4322,389.33,218,kW
4323,389.33,218,kW
4324,389.33,218,kW
4325,389.33,218,kW
4326,389.33,218,kW
4327,389.33,218,kW
4328,394.89,218,kW
4329,394.89,218,kW
4330,394.89,218,kW
4331,394.89,218,kW
4332,394.89,218,kW
4333,394.89,218,kW
4334,394.89,218,kW
4335,394.89,218,kW
4336,395.22,218,kW
4337,394.89,218,kW
4338,389.33,218,kW
4339,389.33,218,kW
4340,389.33,218,kW
4341,389.33,218,kW
4342,389.33,218,kW
4343,389.33,218,kW
4344,389.33,218,kW
4345,389.33,218,kW
4346,389.33,218,kW
4347,389.33,218,kW
4348,389.33,218,kW
4349,389.33,218,kW
4350,389.33,218,kW
4351,389.33,218,kW
4352,394.89,218,kW
4353,394.89,218,kW
4354,394.89,218,kW
4355,394.89,218,kW
4356,394.89,218,kW
4357,394.89,218,kW
4358,394.89,218,kW
4359,394.89,218,kW
4360,394.89,218,kW
4361,394.89,218,kW
4362,389.33,218,kW
4363,389.66,218,kW
4364,389.33,218,kW
4365,389.33,218,kW
4366,389.33,218,kW
4367,389.33,218,kW
4368,389.33,218,kW
4369,389.33,218,kW
4370,389.33,218,kW
4371,389.33,218,kW
4372,389.33,218,kW
4373,389.33,218,kW
4374,389.33,218,kW
4375,389.33,218,kW
4376,394.89,218,kW
4377,394.89,218,kW
4378,394.89,218,kW
4379,394.89,218,kW
4380,394.89,218,kW
4381,394.89,218,kW
4382,394.89,218,kW
4383,394.89,218,kW
4384,394.89,218,kW
4385,394.89,218,kW
4386,389.33,218,kW
4387,389.33,218,kW
4388,389.33,218,kW
4389,389.33,218,kW
4390,389.66,218,kW
4391,389.33,218,kW
4392,389.33,218,kW
4393,389.33,218,kW
4394,389.33,218,kW
4395,389.33,218,kW
4396,389.33,218,kW
4397,389.33,218,kW
4398,389.33,218,kW
4399,389.33,218,kW
4400,394.89,218,kW
4401,394.89,218,kW
4402,394.89,218,kW
4403,394.89,218,kW
4404,394.89,218,kW
4405,394.89,218,kW
4406,394.89,218,kW
4407,394.89,218,kW
4408,394.89,218,kW
4409,394.89,218,kW
4410,388.54,218,kW
4411,386.97,218,kW
4412,385.39,218,kW
4413,383.82,218,kW
4414,382.25,218,kW
4415,380.67,218,kW
4416,379.43,218,kW
4417,377.53,218,kW
4418,375.95,218,kW
4419,374.38,218,kW
4420,372.81,218,kW
4421,371.23,218,kW
4422,369.66,218,kW
4423,368.09,218,kW
4424,372.08,218,kW
4425,370.5,218,kW
4426,368.93,218,kW
4427,367.36,218,kW
4428,365.78,218,kW
4429,364.21,218,kW
4430,362.64,218,kW
4431,361.06,218,kW
4432,359.49,218,kW
4433,357.92,218,kW
4434,350.78,218,kW
4435,349.21,218,kW
4436,347.64,218,kW
4437,346.06,218,kW
4438,344.49,218,kW
4439,342.92,218,kW
4440,341.34,218,kW
4441,339.77,218,kW
4442,338.2,218,kW
4443,336.96,218,kW
4444,335.05,218,kW
4445,333.48,218,kW
4446,331.9,218,kW
4447,330.33,218,kW
4448,334.32,218,kW
4449,332.75,218,kW
4450,331.17,218,kW
4451,329.6,218,kW
4452,328.03,218,kW
4453,326.45,218,kW
4454,324.88,218,kW
4455,323.31,218,kW
4456,321.73,218,kW
4457,320.16,218,kW
4458,313.03,218,kW
4459,311.45,218,kW
4460,309.88,218,kW
4461,308.31,218,kW
4462,306.73,218,kW
4463,305.16,218,kW
4464,303.59,218,kW
4465,302.01,218,kW
4466,300.44,218,kW
4467,298.87,218,kW
4468,297.29,218,kW
4469,295.72,218,kW
4470,294.48,218,kW
4471,292.57,218,kW
4472,296.56,218,kW
4473,294.99,218,kW
4474,293.42,218,kW
4475,291.84,218,kW
4476,290.27,218,kW
4477,288.7,218,kW
4478,287.12,218,kW
4479,285.55,218,kW
4480,298.53,218,kW
4481,326.06,218,kW
4482,348.03,218,kW
4483,375.56,218,kW
4484,373.38,218,kW
4485,341.49,218,kW
4486,309.61,218,kW
4487,277.72,218,kW
4488,245.83,218,kW
4489,213.94,218,kW
4490,88.99,218,kW
4491,198,218,kW
4492,221.08,218,kW
4493,267.24,218,kW
4494,290.33,218,kW
4495,290.33,218,kW
4496,295.89,218,kW
4497,295.89,218,kW
4498,345.39,218,kW
4499,394.89,218,kW
4500,394.89,218,kW
4501,394.89,218,kW
4502,394.89,218,kW
4503,394.89,218,kW
4504,394.89,218,kW
4505,394.89,218,kW
4506,389.33,218,kW
4507,389.33,218,kW
4508,389.33,218,kW
4509,389.33,218,kW
4510,389.33,218,kW
4511,389.66,218,kW
4512,389.33,218,kW
4513,389.33,218,kW
4514,389.33,218,kW
4515,389.33,218,kW
4516,389.33,218,kW
4517,389.33,218,kW
4518,389.33,218,kW
4519,389.33,218,kW
4520,394.89,218,kW
4521,394.89,218,kW
4522,394.89,218,kW
4523,394.89,218,kW
4524,394.89,218,kW
4525,394.89,218,kW
4526,394.89,218,kW
4527,394.89,218,kW
4528,394.89,218,kW
4529,394.89,218,kW
4530,389.33,218,kW
4531,389.33,218,kW
4532,389.33,218,kW
4533,389.33,218,kW
4534,389.33,218,kW
4535,389.33,218,kW
4536,389.33,218,kW
4537,389.66,218,kW
4538,389.33,218,kW
4539,389.33,218,kW
4540,389.33,218,kW
4541,389.33,218,kW
4542,389.33,218,kW
4543,389.33,218,kW
4544,394.89,218,kW
4545,394.89,218,kW
4546,394.89,218,kW
4547,394.89,218,kW
4548,394.89,218,kW
4549,394.89,218,kW
4550,394.89,218,kW
4551,394.89,218,kW
4552,394.89,218,kW
4553,394.89,218,kW
4554,389.33,218,kW
4555,389.33,218,kW
4556,389.33,218,kW
4557,389.33,218,kW
4558,389.33,218,kW
4559,389.33,218,kW
4560,389.33,218,kW
4561,389.33,218,kW
4562,389.33,218,kW
4563,389.33,218,kW
4564,389.66,218,kW
4565,389.33,218,kW
4566,389.33,218,kW
4567,389.33,218,kW
4568,394.89,218,kW
4569,394.89,218,kW
4570,394.89,218,kW
4571,394.89,218,kW
4572,394.89,218,kW
4573,394.89,218,kW
4574,394.89,218,kW
4575,394.89,218,kW
4576,394.89,218,kW
4577,394.89,218,kW
4578,389.33,218,kW
4579,389.33,218,kW
4580,389.33,218,kW
4581,389.33,218,kW
4582,389.33,218,kW
4583,389.33,218,kW
4584,389.33,218,kW
4585,389.33,218,kW
4586,389.33,218,kW
4587,389.33,218,kW
4588,389.33,218,kW
4589,389.33,218,kW
4590,389.33,218,kW
4591,389.66,218,kW
4592,394.89,218,kW
4593,394.89,218,kW
4594,394.89,218,kW
4595,394.89,218,kW
4596,394.89,218,kW
4597,394.89,218,kW
4598,394.89,218,kW
4599,394.89,218,kW
4600,394.89,218,kW
4601,394.89,218,kW
4602,389.33,218,kW
4603,389.33,218,kW
4604,389.33,218,kW
4605,389.33,218,kW
4606,389.33,218,kW
4607,389.33,218,kW
4608,389.33,218,kW
4609,389.33,218,kW
4610,389.33,218,kW
4611,388.54,218,kW
4612,386.97,218,kW
4613,385.39,218,kW
4614,383.82,218,kW
4615,382.25,218,kW
4616,386.24,218,kW
4617,385,218,kW
4618,383.09,218,kW
4619,381.52,218,kW
4620,379.94,218,kW
4621,378.37,218,kW
4622,376.8,218,kW
4623,375.22,218,kW
4624,373.65,218,kW
4625,372.08,218,kW
4626,364.94,218,kW
4627,363.37,218,kW
4628,361.8,218,kW
4629,360.22,218,kW
4630,358.65,218,kW
4631,357.08,218,kW
4632,355.5,218,kW
4633,353.93,218,kW
4634,352.36,218,kW
4635,350.78,218,kW
4636,349.21,218,kW
4637,347.64,218,kW
4638,346.06,218,kW
4639,344.49,218,kW
4640,348.48,218,kW
4641,346.91,218,kW
4642,345.33,218,kW
4643,343.76,218,kW
4644,342.52,218,kW
4645,340.61,218,kW
4646,339.04,218,kW
4647,337.47,218,kW
4648,335.89,218,kW
4649,334.32,218,kW
4650,327.18,218,kW
4651,325.61,218,kW
4652,324.04,218,kW
4653,322.46,218,kW
4654,320.89,218,kW
4655,319.32,218,kW
4656,317.75,218,kW
4657,316.17,218,kW
4658,314.6,218,kW
4659,313.03,218,kW
4660,311.45,218,kW
4661,309.88,218,kW
4662,308.31,218,kW
4663,306.73,218,kW
4664,310.72,218,kW
4665,309.15,218,kW
4666,307.57,218,kW
4667,306,218,kW
4668,304.43,218,kW
4669,302.86,218,kW
4670,301.28,218,kW
4671,300.04,218,kW
4672,298.14,218,kW
4673,296.56,218,kW
4674,289.43,218,kW
4675,287.85,218,kW
4676,286.28,218,kW
4677,284.71,218,kW
4678,283.13,218,kW
4679,281.56,218,kW
4680,279.99,218,kW
4681,292.97,218,kW
4682,320.5,218,kW
4683,348.03,218,kW
4684,375.56,218,kW
4685,373.38,218,kW
4686,341.49,218,kW
4687,309.61,218,kW
4688,283.28,218,kW
4689,251.39,218,kW
4690,219.5,218,kW
4691,94.55,218,kW
4692,203.56,218,kW
4693,226.64,218,kW
4694,272.81,218,kW
4695,295.89,218,kW
4696,295.89,218,kW
4697,295.89,218,kW
4698,290.33,218,kW
4699,339.83,218,kW
4700,389.33,218,kW
4701,389.33,218,kW
4702,389.33,218,kW
4703,389.33,218,kW
4704,389.33,218,kW
4705,389.33,218,kW
4706,389.33,218,kW
4707,389.33,218,kW
4708,389.33,218,kW
4709,389.33,218,kW
4710,389.33,218,kW
4711,389.33,218,kW
4712,395.22,218,kW
4713,394.89,218,kW
4714,394.89,218,kW
4715,394.89,218,kW
4716,394.89,218,kW
4717,394.89,218,kW
4718,394.89,218,kW
4719,394.89,218,kW
4720,394.89,218,kW
4721,394.89,218,kW
4722,389.33,218,kW
4723,389.33,218,kW
4724,389.33,218,kW
4725,389.33,218,kW
4726,389.33,218,kW
4727,389.33,218,kW
4728,389.33,218,kW
4729,389.33,218,kW
4730,389.33,218,kW
4731,389.33,218,kW
4732,389.33,218,kW
4733,389.33,218,kW
4734,389.33,218,kW
4735,389.33,218,kW
4736,394.89,218,kW
4737,394.89,218,kW
4738,395.22,218,kW
4739,394.89,218,kW
4740,394.89,218,kW
4741,394.89,218,kW
4742,394.89,218,kW
4743,394.89,218,kW
4744,394.89,220,kW
